,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure,south_city
1780,4129,42,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,6.64,40,8,1.0,South & Central city
1781,4130,44,White,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Manufacturing,Sales,NotMentioned,38.71,40,13,2.67,Not south & Not central city
1782,4131,42,Other,Married,Has been married,14,College grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Union,1.81,40,2,0.17,Not south & Not central city
1783,4132,40,White,Single,Never married,14,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Operatives,Union,12.51,52,18,12.83,Not south & Not central city
1784,4133,39,White,Married,Has been married,17,College grad,Not south,Not SMSA,Not central city,Public administration,Managers/Admin,Union,22.58,40,13,0.5,Not south & Not central city
1785,4135,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Nonunion,5.54,40,13,9.92,South & Not central city
1786,4136,41,Other,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Public administration,Professional/Technical,Union,12.21,40,16,5.5,Not south & Not central city
1787,4142,42,Black,Married,Has been married,17,College grad,Not south,SMSA,Central city,Transport/Comm/Utility,Sales,Union,10.47,40,12,5.25,Not south & Central city
1788,4145,37,White,Single,Has been married,11,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,12.08,40,12,6.17,Not south & Central city
1789,4147,35,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,11.03,40,15,3.42,Not south & Central city
1790,4148,40,White,Married,Has been married,10,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.81,40,13,11.5,Not south & Not central city
1791,4149,40,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Clerical/Unskilled,Nonunion,4.83,30,7,2.75,Not south & Not central city
1792,4156,36,Other,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Personal services,Laborers,NotMentioned,6.27,12,6,0.42,Not south & Not central city
1793,4157,36,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Personal services,Transport,Nonunion,4.39,45,2,0.33,Not south & Not central city
1794,4160,36,White,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,6.32,50,12,5.33,Not south & Central city
1795,4163,38,White,Single,Never married,12,Not college grad,Not south,Not SMSA,Not central city,Personal services,Laborers,Nonunion,3.22,30,5,1.5,Not south & Not central city
1796,4167,35,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Union,5.83,30,9,4.67,Not south & Not central city
1797,4168,41,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Professional/Technical,NotMentioned,6.69,15,18,0.25,Not south & Not central city
1798,4169,36,White,Married,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Professional services,Other,NotMentioned,5.03,40,8,2.67,Not south & Not central city
1799,4171,37,Other,Single,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,7.68,10,3,0.67,Not south & Not central city
1800,4172,36,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,5.35,40,18,8.67,Not south & Not central city
1801,4173,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,14.23,37,17,3.33,Not south & Not central city
1802,4176,39,Other,Married,Has been married,10,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Union,5.02,20,7,3.5,Not south & Not central city
1803,4180,43,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,NotMentioned,2.7,50,16,1.42,Not south & Not central city
1804,4182,35,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,2.33,16,6,0.5,Not south & Not central city
1805,4184,40,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Ag/Forestry/Fisheries,Professional/Technical,Nonunion,12.38,40,18,17.67,Not south & Not central city
1806,4186,39,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,8.13,40,20,7.75,Not south & Not central city
1807,4189,44,White,Married,Has been married,10,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,7.28,38,17,16.5,Not south & Not central city
1808,4191,41,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,3.49,40,15,10.75,Not south & Not central city
1809,4192,39,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,5.64,20,4,2.67,Not south & Not central city
1810,4193,35,White,Single,Has been married,15,Not college grad,Not south,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,12.78,40,14,6.33,Not south & Not central city
1811,4195,36,White,Married,Has been married,17,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Union,6.51,50,11,6.83,Not south & Not central city
1812,4196,35,White,Single,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Union,9.79,40,10,2.92,South & Not central city
1813,4198,39,White,Married,Has been married,10,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Clerical/Unskilled,Nonunion,4.18,4,4,1.42,Not south & Not central city
1814,4199,36,White,Married,Has been married,13,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,9.29,40,8,5.75,South & Central city
1815,4202,44,White,Married,Has been married,17,College grad,Not south,SMSA,Central city,Professional services,Other,Union,11.96,44,18,15.83,Not south & Central city
1816,4204,44,Other,Single,Has been married,7,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.7,40,21,6.5,South & Not central city
1817,4206,43,White,Single,Has been married,17,College grad,Not south,SMSA,Central city,Business/Repair svc,Craftsmen,NotMentioned,3.18,20,10,0.67,Not south & Central city
1818,4208,41,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,5.42,40,8,8.33,Not south & Not central city
1819,4213,39,White,Single,Never married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,NotMentioned,35.73,45,16,3.08,Not south & Not central city
1820,4214,35,White,Married,Has been married,17,College grad,Not south,SMSA,Central city,Professional services,Other,Union,11.27,45,15,8.67,Not south & Central city
1821,4215,36,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,NotMentioned,3.86,50,8,0.42,Not south & Not central city
1822,4221,38,White,Married,Has been married,13,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,6.3,40,10,2.92,Not south & Central city
1823,4222,36,White,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,1.97,40,18,3.25,Not south & Central city
1824,4223,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Union,6.19,40,5,5.08,Not south & Central city
1825,4225,39,White,Single,Has been married,16,College grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,6.05,40,11,3.08,Not south & Central city
1826,4229,41,White,Single,Never married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,13.02,40,19,18.83,Not south & Not central city
1827,4230,41,White,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Craftsmen,Nonunion,4.23,24,2,2.17,Not south & Not central city
1828,4231,45,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Personal services,Transport,NotMentioned,3.34,16,3,0.83,Not south & Not central city
1829,4233,42,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Entertainment/Rec svc,Sales,Nonunion,4.19,20,10,1.75,Not south & Not central city
1830,4237,38,White,Married,Has been married,9,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,NotMentioned,3.92,32,10,1.17,Not south & Not central city
1831,4239,35,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,4.03,16,3,0.08,Not south & Not central city
1832,4240,41,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,6.38,40,12,10.42,Not south & Central city
1833,4242,38,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,Union,7.31,40,12,3.75,Not south & Central city
1834,4244,37,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Public administration,Managers/Admin,Union,9.63,40,14,4.5,Not south & Not central city
1835,4245,42,White,Single,Never married,15,Not college grad,Not south,Not SMSA,Not central city,Transport/Comm/Utility,Sales,Union,10.47,40,19,18.42,Not south & Not central city
1836,4246,41,White,Single,Has been married,17,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,10.23,40,4,1.75,Not south & Not central city
1837,4247,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,8.95,45,15,0.75,Not south & Not central city
1838,4248,36,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Entertainment/Rec svc,Laborers,NotMentioned,2.79,10,12,0.17,Not south & Not central city
1839,4250,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,NotMentioned,10.06,40,14,3.5,Not south & Not central city
1840,4251,35,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.05,40,8,2.08,Not south & Not central city
1841,4252,41,White,Married,Has been married,9,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,5.03,40,14,13.75,South & Not central city
1842,4253,43,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Union,9.36,40,12,3.0,South & Not central city
1843,4255,36,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,NotMentioned,4.73,40,6,1.17,Not south & Not central city
1844,4256,41,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Union,6.55,40,7,5.5,South & Not central city
1845,4258,36,White,Single,Has been married,15,Not college grad,South,SMSA,Not central city,Professional services,Professional/Technical,Union,11.07,40,14,3.75,South & Not central city
1846,4259,43,White,Single,Has been married,10,Not college grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,6.58,40,18,3.08,South & Not central city
1847,4260,38,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Personal services,Laborers,NotMentioned,6.04,40,7,1.5,South & Not central city
1848,4268,37,White,Single,Never married,12,Not college grad,South,SMSA,Not central city,,Other,Nonunion,4.14,35,0,0.08,South & Not central city
1849,4269,44,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.76,40,15,10.0,South & Not central city
1850,4270,41,Black,Single,Has been married,16,College grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,8.05,25,17,3.42,South & Not central city
1851,4278,41,Black,Single,Has been married,10,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,3.85,40,4,1.0,Not south & Not central city
1852,4279,35,White,Married,Has been married,8,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Union,4.03,40,9,3.58,South & Not central city
1853,4280,35,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Nonunion,4.26,40,13,3.5,South & Not central city
1854,4281,41,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.62,40,16,3.42,South & Not central city
1855,4282,36,Black,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Professional/Technical,Nonunion,5.03,40,14,3.42,South & Not central city
1856,4283,41,Black,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,6.44,40,19,3.25,South & Not central city
1857,4287,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Union,10.23,40,19,17.92,South & Not central city
1858,4291,44,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,4.83,40,18,18.17,South & Not central city
1859,4292,38,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,5.15,40,8,2.0,Not south & Central city
1860,4293,39,Black,Married,Has been married,16,College grad,Not south,SMSA,Central city,Professional services,Other,Union,8.85,35,13,12.75,Not south & Central city
1861,4294,36,Black,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Laborers,Union,3.45,35,9,1.25,Not south & Not central city
1862,4296,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,2.61,54,8,8.08,South & Not central city
1863,4298,37,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Operatives,Nonunion,4.21,40,8,1.75,Not south & Central city
1864,4299,37,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,5.81,40,15,13.42,Not south & Central city
1865,4305,35,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,6.19,40,11,3.83,South & Not central city
1866,4306,37,Black,Married,Has been married,13,Not college grad,South,SMSA,Central city,Public administration,Professional/Technical,Nonunion,6.64,40,15,7.67,South & Central city
1867,4309,37,Black,Married,Has been married,10,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,4.09,25,10,3.75,South & Central city
1868,4310,39,Black,Married,Has been married,14,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,7.91,40,12,0.0,South & Central city
1869,4311,38,Black,Single,Has been married,13,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,6.27,40,9,8.25,South & Not central city
1870,4316,34,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,3.71,20,10,0.58,Not south & Not central city
1871,4318,41,White,Single,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Laborers,Union,3.48,35,11,4.75,South & Central city
1872,4319,36,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,NotMentioned,2.76,30,4,0.25,South & Not central city
1873,4323,44,Black,Single,Has been married,11,Not college grad,South,SMSA,Central city,Professional services,Sales,NotMentioned,4.74,40,10,0.0,South & Central city
1874,4324,41,Black,Single,Has been married,10,Not college grad,South,SMSA,Central city,Personal services,Laborers,NotMentioned,1.59,0,9,0.92,South & Central city
1875,4327,35,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Public administration,Laborers,NotMentioned,3.34,20,8,0.75,South & Not central city
1876,4330,42,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Union,5.23,40,17,14.5,South & Not central city
1877,4334,41,Black,Married,Has been married,15,College grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,6.19,40,17,14.25,South & Not central city
1878,4335,35,Black,Married,Has been married,11,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Sales,Nonunion,5.54,40,7,1.08,South & Central city
1879,4338,42,Black,Married,Has been married,9,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,5.67,40,15,8.67,South & Central city
1880,4340,44,Black,Single,Never married,10,Not college grad,South,SMSA,Central city,Professional services,Managers/Admin,Nonunion,3.37,40,21,1.42,South & Central city
1881,4342,40,Black,Single,Never married,16,College grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,14.75,42,15,8.08,South & Not central city
1882,4343,41,Black,Single,Never married,4,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Laborers,Nonunion,3.16,37,8,1.92,South & Central city
1883,4345,36,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,8.96,38,14,11.33,Not south & Not central city
1884,4346,45,Black,Single,Has been married,18,College grad,South,SMSA,Central city,Professional services,Sales,Nonunion,10.32,45,17,15.83,South & Central city
1885,4350,35,White,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,10.53,50,14,12.83,South & Central city
1886,4351,40,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,7.2,40,17,17.25,South & Not central city
1887,4352,42,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,3.72,45,12,1.33,South & Central city
1888,4354,35,Black,Single,Has been married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,NotMentioned,38.71,40,14,4.92,South & Central city
1889,4356,43,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Transport/Comm/Utility,Other,Nonunion,12.43,40,20,19.58,South & Central city
1890,4357,38,White,Married,Has been married,14,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,11.03,40,19,1.42,South & Central city
1891,4360,42,White,Single,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Union,8.05,40,20,1.33,South & Central city
1892,4361,45,White,Married,Has been married,9,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.84,40,15,12.5,South & Not central city
1893,4363,39,White,Married,Has been married,17,College grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,9.29,40,12,6.83,South & Not central city
1894,4364,37,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,2.31,45,12,1.58,South & Not central city
1895,4365,42,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Craftsmen,Nonunion,4.96,45,8,0.0,South & Central city
1896,4367,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.97,40,14,9.67,South & Not central city
1897,4369,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,8.05,4,9,4.75,South & Not central city
1898,4376,35,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,4.53,40,13,1.58,South & Not central city
1899,4378,42,White,Single,Never married,16,College grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,9.76,40,18,6.5,South & Not central city
1900,4381,43,White,Married,Has been married,15,Not college grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,8.52,40,12,6.92,South & Not central city
1901,4382,42,Black,Single,Has been married,9,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,5.72,40,17,11.75,South & Not central city
1902,4383,38,Black,Single,Has been married,14,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,5.54,40,16,15.75,South & Not central city
1903,4384,41,Black,Single,Has been married,10,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,Nonunion,2.7,58,10,0.0,South & Not central city
1904,4386,43,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,8.38,40,21,11.08,South & Not central city
1905,4388,37,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,4.06,40,12,7.42,Not south & Not central city
1906,4389,41,Black,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Professional services,Craftsmen,Nonunion,5.52,40,14,13.67,South & Not central city
1907,4393,39,White,Married,Has been married,15,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.5,40,15,9.25,South & Not central city
1908,4394,36,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,2.21,38,12,0.0,South & Not central city
1909,4395,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.01,40,4,0.42,South & Not central city
1910,4397,40,White,Married,Has been married,18,College grad,Not south,SMSA,Central city,Professional services,Other,NotMentioned,3.43,40,16,2.0,Not south & Central city
1911,4405,36,White,Married,Has been married,7,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,NotMentioned,3.34,40,6,0.5,South & Not central city
1912,4407,40,Black,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Professional services,Operatives,NotMentioned,3.34,20,15,1.08,South & Not central city
1913,4408,38,White,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,NotMentioned,7.9,40,10,0.25,South & Not central city
1914,4409,35,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,4.23,35,10,9.17,South & Not central city
1915,4411,44,Black,Single,Never married,8,Not college grad,South,Not SMSA,Not central city,Ag/Forestry/Fisheries,Farm laborers,Nonunion,1.81,40,17,13.25,South & Not central city
1916,4413,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.92,40,21,21.0,South & Not central city
1917,4419,36,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Sales,Nonunion,5.03,40,11,4.33,South & Not central city
1918,4420,43,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,3.1,50,14,5.33,South & Not central city
1919,4426,36,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,NotMentioned,2.8,40,12,0.5,South & Not central city
1920,4428,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Public administration,Other,Nonunion,4.18,40,9,7.25,South & Central city
1921,4429,37,Black,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Public administration,Sales,Nonunion,7.35,40,15,9.08,South & Not central city
1922,4435,35,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,7.9,50,17,9.75,South & Not central city
1923,4437,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,NotMentioned,5.23,40,16,0.83,South & Not central city
1924,4438,42,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.78,40,11,0.0,South & Not central city
1925,4439,42,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,17.62,8,9,0.0,South & Not central city
1926,4441,42,Black,Married,Has been married,6,Not college grad,South,Not SMSA,Not central city,Ag/Forestry/Fisheries,Farm laborers,Union,3.45,35,6,1.08,South & Not central city
1927,4442,40,Black,Married,Has been married,7,Not college grad,South,Not SMSA,Not central city,,Farm laborers,Nonunion,3.04,40,8,1.25,South & Not central city
1928,4443,39,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,,Farm laborers,Nonunion,3.02,40,6,1.0,South & Not central city
1929,4445,35,Black,Single,Has been married,8,Not college grad,South,Not SMSA,Not central city,Ag/Forestry/Fisheries,Farm laborers,Nonunion,2.7,40,4,1.08,South & Not central city
1930,4446,43,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,1.39,80,12,1.58,South & Not central city
1931,4450,38,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Union,7.41,35,16,13.25,Not south & Not central city
1932,4454,39,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.93,35,8,0.5,South & Not central city
1933,4458,44,Black,Married,Has been married,7,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.03,34,18,15.83,South & Not central city
1934,4460,36,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,4.53,40,14,5.75,Not south & Central city
1935,4461,35,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Personal services,Operatives,NotMentioned,5.78,40,3,0.83,Not south & Central city
1936,4462,39,Black,Single,Never married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.09,38,15,2.92,South & Not central city
1937,4464,34,Black,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Manufacturing,Clerical/Unskilled,NotMentioned,7.65,20,8,0.5,South & Not central city
1938,4465,43,Black,Single,Has been married,7,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,Nonunion,2.7,40,23,1.42,South & Not central city
1939,4466,44,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,NotMentioned,1.8,40,15,1.25,South & Not central city
1940,4470,37,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Personal services,Laborers,Nonunion,2.82,60,12,1.92,South & Not central city
1941,4473,43,White,Single,Has been married,14,Not college grad,South,Not SMSA,Not central city,Manufacturing,Clerical/Unskilled,Nonunion,6.27,40,12,4.83,South & Not central city
1942,4474,34,Black,Married,Has been married,15,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,4.03,40,10,0.08,South & Central city
1943,4478,39,White,Married,Has been married,17,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,7.48,60,18,9.83,South & Not central city
1944,4480,39,White,Single,Has been married,11,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,3.31,62,6,2.25,South & Not central city
1945,4481,38,White,Married,Has been married,7,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Operatives,Nonunion,2.05,60,3,0.08,South & Not central city
1946,4484,37,Black,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Laborers,NotMentioned,4.03,15,13,0.42,Not south & Central city
1947,4485,35,Black,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Manufacturing,Craftsmen,Union,12.23,52,13,5.08,Not south & Not central city
1948,4488,37,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Operatives,Nonunion,6.84,40,15,9.33,South & Not central city
1949,4490,43,White,Single,Has been married,15,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,25.16,40,22,21.75,Not south & Central city
1950,4492,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,4.03,40,9,1.67,South & Not central city
1951,4494,35,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.09,40,11,3.25,South & Not central city
1952,4501,40,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,4.34,60,16,1.92,Not south & Not central city
1953,4502,44,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Construction,Clerical/Unskilled,NotMentioned,5.03,40,6,4.0,South & Not central city
1954,4508,35,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.22,30,6,0.83,South & Not central city
1955,4510,34,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,14.52,40,12,9.42,South & Not central city
1956,4512,43,White,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Operatives,Nonunion,2.7,60,5,1.67,South & Not central city
1957,4513,39,Black,Single,Never married,13,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,3.36,30,17,1.83,South & Not central city
1958,4518,40,Black,Single,Has been married,14,Not college grad,South,Not SMSA,Not central city,Professional services,Managers/Admin,Nonunion,6.35,38,16,13.25,South & Not central city
